"","sex","age","education_level","institution_type","it_student","location","load_shedding","financial_condition","internet_type","network_type","class_duration","self_lms","device","adaptivity_level","outcome","sex_indicator","financial"
"891","Boy","16-20","University","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"892","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",0,"2"
"893","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Wifi","3G","1-3","No","Mobile","Moderate","2",0,"1"
"894","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"895","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"896","Girl","21-25","University","Non Government","Yes","No","High","Mid","Wifi","4G","1-3","Yes","Computer","Moderate","2",0,"2"
"897","Girl","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"898","Boy","16-20","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"3"
"899","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low","1",1,"2"
"900","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"901","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",0,"2"
"902","Boy","21-25","University","Non Government","No","No","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate","2",1,"2"
"903","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"904","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",0,"2"
"905","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"906","Boy","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","High","3",1,"3"
"907","Girl","11-15","School","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low","1",0,"2"
"908","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"909","Boy","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"3"
"910","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"911","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"912","Boy","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Low","1",1,"2"
"913","Boy","21-25","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"914","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"915","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"916","Boy","21-25","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"917","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"918","Boy","26-30","University","Government","Yes","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"919","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"920","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"921","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"922","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"923","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","No","Computer","Moderate","2",1,"2"
"924","Boy","16-20","College","Government","Yes","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"925","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","High","3",0,"2"
"926","Girl","21-25","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"927","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"928","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"929","Boy","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"930","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"3"
"931","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"932","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"933","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"934","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Computer","Moderate","2",1,"1"
"935","Boy","6-10","School","Government","No","No","High","Mid","Mobile Data","2G","0","No","Mobile","Low","1",1,"2"
"936","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Tab","Moderate","2",1,"2"
"937","Boy","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Tab","High","3",1,"3"
"938","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"939","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"940","Girl","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High","3",0,"3"
"941","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"942","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"943","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"944","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"945","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"946","Boy","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"947","Boy","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"948","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"949","Boy","16-20","College","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"950","Boy","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Moderate","2",1,"2"
"951","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Mobile","Low","1",1,"1"
"952","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low","1",1,"2"
"953","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"954","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"955","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","High","3",0,"2"
"956","Boy","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",1,"2"
"957","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"958","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"959","Boy","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"960","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",0,"2"
"961","Girl","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Low","1",0,"2"
"962","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"963","Boy","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","Yes","Computer","High","3",1,"3"
"964","Girl","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"965","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"966","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"967","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"968","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"969","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"970","Boy","26-30","University","Government","Yes","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"971","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"3"
"972","Girl","11-15","School","Non Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"973","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"974","Boy","16-20","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"3"
"975","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Low","1",1,"2"
"976","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"977","Boy","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"978","Boy","6-10","School","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"979","Boy","6-10","School","Government","No","No","High","Mid","Mobile Data","2G","0","No","Mobile","Low","1",1,"2"
"980","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"981","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"982","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"983","Boy","21-25","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"984","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"985","Girl","21-25","College","Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"986","Boy","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"987","Boy","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"988","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"989","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"990","Boy","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",1,"1"
"991","Girl","21-25","University","Non Government","No","Yes","High","Poor","Wifi","4G","3-6","No","Mobile","Low","1",0,"1"
"992","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low","1",1,"2"
"993","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"994","Boy","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Low","1",1,"2"
"995","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"996","Girl","16-20","School","Government","No","No","Low","Rich","Mobile Data","4G","1-3","No","Mobile","High","3",0,"3"
"997","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"998","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"999","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Low","1",0,"3"
"1000","Boy","16-20","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"1001","Boy","11-15","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low","1",1,"1"
"1002","Girl","16-20","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"1003","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"1"
"1004","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"1005","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1006","Boy","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"1007","Girl","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","Moderate","2",0,"3"
"1008","Girl","21-25","University","Non Government","No","Yes","High","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate","2",0,"2"
"1009","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"1010","Boy","11-15","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low","1",1,"1"
"1011","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"1012","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"1013","Girl","21-25","University","Government","No","No","Low","Mid","Mobile Data","2G","1-3","No","Mobile","Low","1",0,"2"
"1014","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"1015","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"1016","Boy","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1017","Boy","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"1018","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"1019","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"1020","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"3"
"1021","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"1022","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"1023","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate","2",0,"2"
"1024","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"1025","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"1026","Boy","26-30","University","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"1027","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low","1",1,"2"
"1028","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"1029","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"1030","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"1031","Girl","11-15","School","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low","1",0,"2"
"1032","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","High","3",0,"2"
"1033","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"1034","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"1035","Girl","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","Moderate","2",0,"3"
"1036","Girl","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"1037","Boy","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"1038","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate","2",1,"2"
"1039","Girl","16-20","College","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"1040","Girl","11-15","School","Non Government","No","Yes","Low","Rich","Wifi","3G","1-3","No","Mobile","High","3",0,"3"
"1041","Boy","11-15","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low","1",1,"1"
"1042","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",0,"2"
"1043","Boy","21-25","University","Non Government","No","Yes","High","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"1044","Boy","21-25","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"1045","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"1046","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Computer","Low","1",1,"2"
"1047","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"1048","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"1049","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1050","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"1"
"1051","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"1052","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"1053","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"3"
"1054","Boy","11-15","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low","1",1,"1"
"1055","Boy","1-5","School","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"1056","Girl","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"1057","Girl","21-25","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Tab","Moderate","2",0,"3"
"1058","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"1059","Girl","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","Moderate","2",0,"3"
"1060","Boy","11-15","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low","1",1,"1"
"1061","Boy","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",1,"1"
"1062","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"1063","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","No","Computer","Moderate","2",1,"2"
"1064","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",0,"2"
"1065","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"1066","Boy","26-30","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Computer","High","3",1,"3"
"1067","Boy","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",1,"2"
"1068","Boy","21-25","University","Government","No","No","High","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"1069","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"1070","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"1071","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",0,"2"
"1072","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"1073","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","High","3",1,"2"
"1074","Girl","21-25","University","Government","No","Yes","Low","Mid","Wifi","3G","0","Yes","Mobile","Low","1",0,"2"
"1075","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"1076","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","3-6","Yes","Computer","Low","1",1,"2"
"1077","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"1078","Boy","16-20","College","Government","No","Yes","High","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1079","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"1080","Boy","16-20","College","Government","No","No","High","Poor","Mobile Data","2G","1-3","No","Mobile","Low","1",1,"1"
"1081","Girl","16-20","College","Non Government","No","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low","1",0,"2"
"1082","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"1083","Boy","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Moderate","2",1,"2"
"1084","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1085","Girl","16-20","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",0,"1"
"1086","Boy","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"3"
"1087","Boy","16-20","College","Government","Yes","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"1088","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1089","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"1090","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"1091","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"1092","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"1093","Girl","16-20","College","Non Government","No","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low","1",0,"2"
"1094","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1095","Girl","16-20","College","Non Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"1096","Girl","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","High","3",0,"3"
"1097","Girl","21-25","University","Non Government","Yes","Yes","High","Mid","Wifi","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"1098","Boy","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","Low","1",1,"3"
"1099","Girl","16-20","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"1100","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Wifi","3G","1-3","No","Mobile","Moderate","2",0,"1"
"1101","Boy","11-15","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low","1",1,"1"
"1102","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"1103","Girl","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"1104","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"1105","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"3"
"1106","Boy","16-20","School","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"1107","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","High","3",0,"2"
"1108","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"1"
"1109","Boy","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"1110","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"1"
"1111","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"1112","Boy","16-20","College","Government","No","No","High","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"1"
